servicio_id,solicitud,proyecto,estado_solicitud,tipo_contrato,descripcion,unidad,cantidad,precio_unitario_cop,precio_total_cop,ihpsc_candidato,ihpsc_definitivo,decidido_por
GAP-HR-0035-0063,GAP-HR-0035,cr_unfpa_materno_adaptacion_2026,Processed,OS,"Guionización, diseño de storyboard, producción de locución con la herramienta ElevenLabs, animación y postproducción de video animado de 2 minutos complementario del curso; Guionización, grabación y edición de sonido de pódcast de 20 minutos; Guionización, corrección de estilo, locución, diseño y maquetación de 53 slides de OVA en Rise; Guionización, diseño y maquetación de 4 infografías de 3 slides complementarias al curso; Diagramación, diseño y corrección de estilo de 4 documentos de word descargables de contenido de cada módulo; Dos piezas para redes sociales y web (formato 16:9 y 9:16); 1 repositorio digital de Genially; Guionización, locución y diseño de Genially de 2 audiocasos y ajustes de línea gráfica.",1,9.0,1088889.0,9800001.0,AUP-ANV Video Animado,,
GAP-HR-0036-0063,GAP-HR-0036,cr_fao_bribri_cartillas_2026,Processed,OS,Ilustración de apróximadamente 80 imágenes,Ilustración en formato .jpg y archivo en illustraitor,80.0,37000.0,2960000.0,DYA · ILU Ilustración,,
GAP-HR-0037-0064,GAP-HR-0037,cr_fao_bribri_cartillas_2026,Processed,OS,Diagramación de 210 páginas de un documento proprocionado por InnovaHub,Páginas,210.0,10000.0,2100000.0,DLR-BDL Maquetación,,
GAP-HR-0038-0065,GAP-HR-0038,es_santillana_educaia_2026,Processed,OS,Diseño de 4 storyboards para videos de aproximadamente 2 minutos.,Storyboards,4.0,300000.0,1200000.0,AUP-VID Video Institucional,,
GAP-HR-0039-0066,GAP-HR-0039,es_santillana_educaia_2026,Processed,OS,Animación de 15 videos de aproximadamente 2 minutos,videos,15.0,700000.0,10500000.0,AUP-ANV Video Animado,,
GAP-HR-0040-0067,GAP-HR-0040,ven_unicef_lta_dulas_2025,Processed,OS,Ajustes de una locución de 4 min aproximadamente,locución,1.0,250000.0,250000.0,AUP-POD/VID · VOV Locución,,
GAP-HR-0041-0068,GAP-HR-0041,gl_pnud_strategy_gender_2026,Processed,OS,"Diseño y desarrollo de una línea gráfica integral compuesta por tres (3) variantes visuales. Cada variante incluirá una propuesta de portada basada en ilustraciones de concepto artístico original, alineadas con la identidad del proyecto. El servicio contempla un proceso iterativo de ajustes basados en requerimientos técnicos internos y retroalimentación del cliente, garantizando la entrega de artes finales en alta resolución y archivos fuente editables para su futura gestión.",Línea gráfica,1.0,3000000.0,3000000.0,DYA · ILU Ilustración,,
GAP-HR-0042-0069,GAP-HR-0042,es_santillana_educaia_2026,Processed,OS,Diseño de 10 storyboards para videos de aproximadamente 2 minutos,storyboards,10.0,300000.0,3000000.0,AUP-VID Video Institucional,,
GAP-HR-0043-0070,GAP-HR-0043,pa_unicef_informe_anual_2026,Processed,OS,Edición de video de 3 minutos versión horizontal y modificación y ajustes para entregar la versión vertical,700000,1.0,700000.0,700000.0,AUP-VID Video Institucional,,
GAP-HR-0044-0071,GAP-HR-0044,co_csj_rama_judicial_2025,Processed,PS,Virtualización de OVAs en Rise,OVAS virtualizados,16.0,300000.0,4800000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0045-0072,GAP-HR-0045,co_csj_rama_judicial_2025,Processed,PS,Virtualización de OVAs,OVAS virtualizados,16.0,287500.0,4600000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0046-0073,GAP-HR-0046,co_csj_rama_judicial_2025,Processed,PS,Virtualización de OVAS,OVAS virtualizados,16.0,281250.0,4500000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0047-0074,GAP-HR-0047,co_csj_rama_judicial_2025,Processed,PS,Virtualización de OVAS,OVA,16.0,281250.0,4500000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0048-0075,GAP-HR-0048,co_csj_rama_judicial_2025,Processed,PS,Virtualízación de OVAS en RIse,OVAS,16.0,281250.0,4500000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0049-0076,GAP-HR-0049,pa_pnud_rblac_genambiente_2026,Processed,OS,"Diseño y maquetación de 5 OVAS, basandose en el guion proporcionado por InnovaHub.",OVAS,5.0,500000.0,2500000.0,DLR-BDL Maquetación,,
GAP-HR-0050-0077,GAP-HR-0050,cr_unicef_sinirube_2026,Processed,OS,"Animación de un video de apróximadamente 1 min, siguiendo instrucciones de guion y storyboard proporcionado por InnovaHub.",Minuto,1.0,600000.0,600000.0,AUP-ANV Video Animado,,
GAP-HR-0050-0078,GAP-HR-0050,cr_unicef_sinirube_2026,Processed,OS,Diseño sonoro de un video de aproximadamente 1 minuto,minuto,1.0,100000.0,100000.0,AUP-VID Video Institucional,,
GAP-HR-0051-0079,GAP-HR-0051,cr_unicef_sinirube_2026,Processed,OS,Servicio de interpretación en Lengua de Señas LESCO para un video de aproximadamente 1 minuto,Minuto,1.0,65.0,65.0,AUP-VID Video Institucional,,
GAP-HR-0052-0080,GAP-HR-0052,ven_unicef_reedicion_2026,Processed,OS,Reedición de dos videos producidos por InnovaHub. Tendra ajustes a nivel de textos en pantalla y ajustar videos e imagenes de acompañamiento.,videos,2.0,250000.0,500000.0,AUP-VID Video Institucional,,
GAP-HR-0053-0081,GAP-HR-0053,es_santillana_richmond_2026,Processed,OS,"Diseño y maquetación en la herramienta Articulate Rise de 15 Objetos Virtuales de Aprendizaje (OVA), cada uno de 20 diapositivas aproximadamente, correspondientes a los cursos para el proyecto Richmond de Santillana: 

1. Comunicación interna en colegios
2. Comunicación en entornos virtuales
3. Habilidades de comunicación para el personal docente
4. Active, Embodied Learning for Teens and Adults
5. Active Learning for Higher Education
6. AI for Professors: Ethical, Efficient, and High-Impact Integration
7. Future-Ready Teaching for an AI-Powered World
8. Sustainable Teaching in Higher-Ed: Workflows & Well-Being
9. Active methodologies
10. From the traditional classroom to a skills model (socio-emotional education)
11. Assessment tools to enhance students’ performance
12. Learning Analytics for Educators
13. Decision Making in Education with Data
14. Differentiating Learning Through Analytics
15. AI: Responsible and ethical use

El diseño y maquetación implica la realización de las siguientes actividades:
- Desarrollo de diapositivas tipo texto e imagen. 
- Desarrollo de diapositivas con la inclusión de interactividades (hotspot, pestañas, acordeón, entre otras). 
- Desarrollo de ilustraciones, como íconos e infografías.",Diseño y maquetación de Objetos Virtuales de Aprendizaje en Rise.,15.0,440000.0,6600000.0,DLR-BDL Maquetación,,
GAP-HR-0054-0082,GAP-HR-0054,gl_pnud_strategy_gender_2026,Processed,OS,Diagramación de documento de 16 páginas,Diagramación,1.0,650000.0,650000.0,DLR-BDL Maquetación,,
GAP-HR-0055-0083,GAP-HR-0055,lac_idea_democracia_2026,Processed,OS,Edición de 49 videos cortos solo con cortinilla,videos,49.0,69000.0,3381000.0,AUP-VID Video Institucional,,
GAP-HR-0056-0084,GAP-HR-0056,co_csj_rama_judicial_2025,Processed,PS,"Diseño pedagógico, estructuración curricular y montaje técnico de contenidos formativos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, mediante la elaboración de dos (2) syllabus y el desarrollo, adaptación y montaje de tres (3) Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, garantizando la coherencia pedagógica, la calidad técnica, según los requerimientos del proyecto.","Apoyar el diseño y estructuración de dos (2) syllabus, asegurando que cada uno articule de manera coherente los objetivos de aprendizaje, la metodología, los contenidos, las actividades, la evaluación y la estructura modular del curso, en coherencia con los marcos pedagógicos que orientan el proyecto: la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior (ODI/IDG) y el Modelo Pedagógico de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB). / Desarrollar el montaje pedagógico y técnico de tres (3) Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, traduciendo el diseño pedagógico en una experiencia de aprendizaje interactiva, clara y accesible. Esto implica organizar los contenidos, actividades y evaluaciones en la estructura propia de la plataforma; incorporar elementos interactivos pertinentes; adaptar los textos para asegurar navegabilidad y comprensión; integrar recursos multimedia según los contenidos entregados; y verificar el funcionamiento técnico de cada componente, garantizando la coherencia y la calidad de la experiencia formativa. / Realizar los ajustes necesarios a los syllabus y a las UMAs montadas, incorporando las observaciones técnicas, pedagógicas y de enfoque formuladas por la Escuela Judicial Rodrigo Lara Bonilla. Esto incluye mejorar la claridad de los contenidos, ajustar actividades, fortalecer la alineación pedagógica, corregir aspectos técnicos del montaje y garantizar que la versión final cumpla con los estándares institucionales de calidad. / Participar en reuniones de coordinación, validación y seguimiento, presentando avances, sustentando decisiones pedagógicas y articulando su trabajo con el equipo de producción, los expertos temáticos y la coordinación del proyecto. Estas sesiones permitirán asegurar la coherencia curricular, resolver dudas técnicas o pedagógicas y garantizar la integración adecuada de los productos en el ciclo formativo.",5.0,700000.0,3500000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0057-0085,GAP-HR-0057,co_csj_rama_judicial_2025,Cancelled,PS,"Diseño pedagógico, estructuración curricular y montaje técnico de contenidos formativos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, mediante la elaboración de dos (2) syllabus y el desarrollo, adaptación y montaje de dos (2) Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, garantizando la coherencia pedagógica, la calidad técnica, según los requerimientos del proyecto.","Apoyar el diseño y estructuración de dos (2) syllabus, asegurando que cada uno articule de manera coherente los objetivos de aprendizaje, la metodología, los contenidos, las actividades, la evaluación y la estructura modular del curso, en coherencia con los marcos pedagógicos que orientan el proyecto: la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior (ODI/IDG) y el Modelo Pedagógico de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB). / Desarrollar el montaje pedagógico y técnico de dos (2) Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, traduciendo el diseño pedagógico en una experiencia de aprendizaje interactiva, clara y accesible. Esto implica organizar los contenidos, actividades y evaluaciones en la estructura propia de la plataforma; incorporar elementos interactivos pertinentes; adaptar los textos para asegurar navegabilidad y comprensión; integrar recursos multimedia según los contenidos entregados; y verificar el funcionamiento técnico de cada componente, garantizando la coherencia y la calidad de la experiencia formativa. / Realizar los ajustes necesarios a los syllabus y a las UMAs montadas, incorporando las observaciones técnicas, pedagógicas y de enfoque formuladas por la Escuela Judicial Rodrigo Lara Bonilla. Esto incluye mejorar la claridad de los contenidos, ajustar actividades, fortalecer la alineación pedagógica, corregir aspectos técnicos del montaje y garantizar que la versión final cumpla con los estándares institucionales de calidad. / Participar en reuniones de coordinación, validación y seguimiento, presentando avances, sustentando decisiones pedagógicas y articulando su trabajo con el equipo de producción, los expertos temáticos y la coordinación del proyecto. Estas sesiones permitirán asegurar la coherencia curricular, resolver dudas técnicas o pedagógicas y garantizar la integración adecuada de los productos en el ciclo formativo.",4.0,800000.0,3200000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0058-0086,GAP-HR-0058,co_csj_rama_judicial_2025,Processed,PS,"Desarrollo, adaptación y montaje de 10 Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, garantizando la coherencia pedagógica, la calidad técnica y los demás requerimientos de los cursos asignados, para el Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial.","Desarrollar el montaje pedagógico y técnico de 10 Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, traduciendo el diseño pedagógico en una experiencia de aprendizaje interactiva, clara y accesible. Esto implica organizar los contenidos, actividades y evaluaciones en la estructura propia de la plataforma; incorporar elementos interactivos pertinentes; adaptar los textos para asegurar navegabilidad y comprensión; integrar recursos multimedia según los contenidos entregados; y verificar el funcionamiento técnico de cada componente, garantizando la coherencia y la calidad de la experiencia formativa. / Realizar los ajustes necesarios a las UMAs montadas, incorporando las observaciones técnicas, pedagógicas y de enfoque formuladas por la Escuela Judicial Rodrigo Lara Bonilla. Esto incluye mejorar la claridad de los contenidos, ajustar actividades, fortalecer la alineación pedagógica, corregir aspectos técnicos del montaje y garantizar que la versión final cumpla con los estándares institucionales de calidad. / Participar en reuniones de coordinación, validación y seguimiento, presentando avances, sustentando decisiones pedagógicas y articulando su trabajo con el equipo de producción, los expertos temáticos y la coordinación del proyecto. Estas sesiones permitirán asegurar la coherencia curricular, resolver dudas técnicas o pedagógicas y garantizar la integración adecuada de los productos en el ciclo formativo.",10.0,500000.0,5000000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0059-0087,GAP-HR-0059,co_csj_rama_judicial_2025,Processed,PS,"Desarrollo, adaptación y montaje de 10 Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, garantizando la coherencia pedagógica, la calidad técnica y los demás requerimientos de los cursos asignados, para el Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial.","Desarrollar el montaje pedagógico y técnico de 10 Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, traduciendo el diseño pedagógico en una experiencia de aprendizaje interactiva, clara y accesible. Esto implica organizar los contenidos, actividades y evaluaciones en la estructura propia de la plataforma; incorporar elementos interactivos pertinentes; adaptar los textos para asegurar navegabilidad y comprensión; integrar recursos multimedia según los contenidos entregados; y verificar el funcionamiento técnico de cada componente, garantizando la coherencia y la calidad de la experiencia formativa. / Realizar los ajustes necesarios a las UMAs montadas, incorporando las observaciones técnicas, pedagógicas y de enfoque formuladas por la Escuela Judicial Rodrigo Lara Bonilla. Esto incluye mejorar la claridad de los contenidos, ajustar actividades, fortalecer la alineación pedagógica, corregir aspectos técnicos del montaje y garantizar que la versión final cumpla con los estándares institucionales de calidad. / Participar en reuniones de coordinación, validación y seguimiento, presentando avances, sustentando decisiones pedagógicas y articulando su trabajo con el equipo de producción, los expertos temáticos y la coordinación del proyecto. Estas sesiones permitirán asegurar la coherencia curricular, resolver dudas técnicas o pedagógicas y garantizar la integración adecuada de los productos en el ciclo formativo.",10.0,500000.0,5000000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0060-0088,GAP-HR-0060,co_csj_rama_judicial_2025,Processed,PS,"Desarrollo, adaptación y montaje de 10 Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, garantizando la coherencia pedagógica, la calidad técnica y los demás requerimientos de los cursos asignados, para el Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial.","Desarrollar el montaje pedagógico y técnico de 10 Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, traduciendo el diseño pedagógico en una experiencia de aprendizaje interactiva, clara y accesible. Esto implica organizar los contenidos, actividades y evaluaciones en la estructura propia de la plataforma; incorporar elementos interactivos pertinentes; adaptar los textos para asegurar navegabilidad y comprensión; integrar recursos multimedia según los contenidos entregados; y verificar el funcionamiento técnico de cada componente, garantizando la coherencia y la calidad de la experiencia formativa. / Realizar los ajustes necesarios a las UMAs montadas, incorporando las observaciones técnicas, pedagógicas y de enfoque formuladas por la Escuela Judicial Rodrigo Lara Bonilla. Esto incluye mejorar la claridad de los contenidos, ajustar actividades, fortalecer la alineación pedagógica, corregir aspectos técnicos del montaje y garantizar que la versión final cumpla con los estándares institucionales de calidad. / Participar en reuniones de coordinación, validación y seguimiento, presentando avances, sustentando decisiones pedagógicas y articulando su trabajo con el equipo de producción, los expertos temáticos y la coordinación del proyecto. Estas sesiones permitirán asegurar la coherencia curricular, resolver dudas técnicas o pedagógicas y garantizar la integración adecuada de los productos en el ciclo formativo.",10.0,526000.0,5260000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0061-0089,GAP-HR-0061,gq_pnud_form_ministros_v1_2025,Processed,OS,"Elaboración de los contenidos conceptuales, estratégicos y aplicados del curso Liderazgo en la Administración Pública, mediante la redacción de textos base, casos, actividades y evaluaciones orientados a altos cargos de la administración pública de la República de Guinea Ecuatorial. Los contenidos deberán responder a las necesidades de liderazgo institucional, toma de decisiones, gestión pública, ética gubernamental y fortalecimiento de capacidades directivas, garantizando rigor técnico, pertinencia contextual y coherencia pedagógica con el enfoque aprobado por el INAP.","Proponer la organización temática, los objetivos de aprendizaje y la secuencia metodológica del curso, asegurando coherencia con las competencias requeridas para altos cargos. / Elaborar los textos base del curso con un enfoque en liderazgo público de alto nivel: dirección institucional, gestión del cambio, toma de decisiones complejas, integridad en la función pública y gobernanza efectiva. Los contenidos deben estar contextualizados a la realidad administrativa de Guinea Ecuatorial. / Diseñar actividades que promuevan análisis estratégico, toma de decisiones, resolución de problemas institucionales y reflexión sobre el rol directivo en la administración pública. / Incorporar observaciones conceptuales y pedagógicas formuladas por el INAP y el equipo del proyecto, ajustando contenidos, casos y actividades para garantizar calidad y pertinencia.",1.0,4000000.0,4000000.0,ELS-CYD-AUT Autoría de curso,,
GAP-HR-0062-0090,GAP-HR-0062,pa_caf_videos_comunidad_p_2025,Processed,OS,"Posproducción de 2 videos, aproximadamente de 4 minutos cada uno, para el proyecto LAComunidad de CAF. Esta posproducción requiere llevar a cabo las siguientes actividades:

- Realización de storyboard. 
- Inclusión de cortinillas.
- Corrección de color, ajuste de audio, cortes y transiciones, inserción de gráficos y subtitulado. Inclusión de música de fondo. 
- Traducción de los subtítulos y de los textos que aparezcan en pantalla de cada video a inglés y portugués. 
- Realización del video más corto en formato vertical con traducción a inglés y portugués de los subtítulos y los textos que aparezcan en pantalla.",Video tipo testimonio de una duración aproximada de 4 minutos.,2.0,1800000.0,3600000.0,AUP-VID Video Institucional,,
GAP-HR-0063-0091,GAP-HR-0063,co_csj_rama_judicial_2025,Processed,PS,"Diseño pedagógico, estructuración curricular y montaje técnico de contenidos formativos del Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial, mediante la elaboración de dos (2) syllabus y el desarrollo, adaptación y montaje de dos (2) Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, garantizando la coherencia pedagógica, la calidad técnica, según los requerimientos del proyecto.","Apoyar el diseño y estructuración de dos (2) syllabus, asegurando que cada uno articule de manera coherente los objetivos de aprendizaje, la metodología, los contenidos, las actividades, la evaluación y la estructura modular del curso, en coherencia con los marcos pedagógicos que orientan el proyecto: la Teoría U, las dimensiones de los Objetivos de Desarrollo Interior (ODI/IDG) y el Modelo Pedagógico de la Escuela Judicial Rodrigo Lara Bonilla (EJRLB). / Desarrollar el montaje pedagógico y técnico de dos (2) Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, traduciendo el diseño pedagógico en una experiencia de aprendizaje interactiva, clara y accesible. Esto implica organizar los contenidos, actividades y evaluaciones en la estructura propia de la plataforma; incorporar elementos interactivos pertinentes; adaptar los textos para asegurar navegabilidad y comprensión; integrar recursos multimedia según los contenidos entregados; y verificar el funcionamiento técnico de cada componente, garantizando la coherencia y la calidad de la experiencia formativa. / Realizar los ajustes necesarios a los syllabus y a las UMAs montadas, incorporando las observaciones técnicas, pedagógicas y de enfoque formuladas por la Escuela Judicial Rodrigo Lara Bonilla. Esto incluye mejorar la claridad de los contenidos, ajustar actividades, fortalecer la alineación pedagógica, corregir aspectos técnicos del montaje y garantizar que la versión final cumpla con los estándares institucionales de calidad. / Participar en reuniones de coordinación, validación y seguimiento, presentando avances, sustentando decisiones pedagógicas y articulando su trabajo con el equipo de producción, los expertos temáticos y la coordinación del proyecto. Estas sesiones permitirán asegurar la coherencia curricular, resolver dudas técnicas o pedagógicas y garantizar la integración adecuada de los productos en el ciclo formativo.",4.0,800000.0,3200000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0064-0092,GAP-HR-0064,pa_pnud_diagrama_democracia,Cancelled,OS,Diagramación de documento de 100 páginas en versión inglés y español,Diagramación de documento,1.0,1200000.0,1200000.0,ELS-CYD-TRD Traducción,,
GAP-HR-0065-0093,GAP-HR-0065,pa_pnud_diagrama_democracia,Cancelled,OS,Diagramación de documento en versión español e inglés,Diagramación documento,1.0,1200000.0,1200000.0,ELS-CYD-TRD Traducción,,
GAP-HR-0066-0094,GAP-HR-0066,co_csj_rama_judicial_2025,Processed,PS,"Realizar control de calidad de las Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, garantizando la coherencia pedagógica, la calidad técnica y los demás requerimientos de los cursos asignados, para el Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial.",Control de calidad de las UMA asignadas,1.0,4000000.0,4000000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0067-0095,GAP-HR-0067,co_csj_rama_judicial_2025,Processed,PS,"Desarrollo, adaptación y montaje de 6 Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, garantizando la coherencia pedagógica, la calidad técnica y los demás requerimientos de los cursos asignados, para el Ciclo de Formación Especializado en Género e Interseccionalidad de la Rama Judicial.","Desarrollar el montaje pedagógico y técnico de 6 Unidades Mínimas de Aprendizaje (UMA) en la plataforma RISE, traduciendo el diseño pedagógico en una experiencia de aprendizaje interactiva, clara y accesible. Esto implica organizar los contenidos, actividades y evaluaciones en la estructura propia de la plataforma; incorporar elementos interactivos pertinentes; adaptar los textos para asegurar navegabilidad y comprensión; integrar recursos multimedia según los contenidos entregados; y verificar el funcionamiento técnico de cada componente, garantizando la coherencia y la calidad de la experiencia formativa. / Realizar los ajustes necesarios a las UMAs montadas, incorporando las observaciones técnicas, pedagógicas y de enfoque formuladas por la Escuela Judicial Rodrigo Lara Bonilla. Esto incluye mejorar la claridad de los contenidos, ajustar actividades, fortalecer la alineación pedagógica, corregir aspectos técnicos del montaje y garantizar que la versión final cumpla con los estándares institucionales de calidad. / Participar en reuniones de coordinación, validación y seguimiento, presentando avances, sustentando decisiones pedagógicas y articulando su trabajo con el equipo de producción, los expertos temáticos y la coordinación del proyecto. Estas sesiones permitirán asegurar la coherencia curricular, resolver dudas técnicas o pedagógicas y garantizar la integración adecuada de los productos en el ciclo formativo.",6.0,526000.0,3156000.0,DLR-OVA / ELS-CYD Desarrollo e-learning,,
GAP-HR-0068-0096,GAP-HR-0068,ven_unicef_riesgos_videos_2026,Processed,OS,"EL/LA CONTRATISTA realizará el diseño del storyboard, la producción gráfica, la animación, la edición, la integración de subtítulos y el diseño sonoro de un (1) video animado con una duración aproximada de dos (2) minutos, a partir del guion, identidad visual, lineamientos gráficos, piezas de referencia e insumos suministrados por EL CONTRATANTE. Esta labor comprende la conceptualización visual del contenido, la elaboración del storyboard, el diseño de los elementos gráficos necesarios para la animación, la composición de escenas, la animación de los recursos visuales, la sincronización con la narración o música, la incorporación de efectos de sonido, ambientación sonora y subtítulos, así como los ajustes y correcciones que sean requeridos dentro del alcance del proyecto, garantizando la coherencia con la identidad institucional y los lineamientos definidos por EL CONTRATANTE.

EL/LA CONTRATISTA entregará a EL CONTRATANTE el video finalizado en formato MP4 (H.264) en resolución Full HD (1920 x 1080 px), listo para su publicación y reproducción en medios digitales, acompañado de una versión sin subtítulos cuando sea requerida, así como el storyboard aprobado en formato PDF. Adicionalmente, entregará la totalidad de los archivos maestros y proyectos editables originales, incluyendo el archivo de proyecto de Adobe After Effects (.AEP) o del software utilizado, los archivos editables de los recursos gráficos (Adobe Illustrator, Photoshop u otros), los archivos de audio, música y efectos de sonido utilizados cuando aplique, las tipografías con sus respectivas licencias o referencias de uso, y la carpeta organizada con todos los recursos vinculados (Assets), asegurando la autonomía técnica de EL CONTRATANTE para realizar futuras actualizaciones, ajustes o adaptaciones del material audiovisual.",Video animado,1.0,1200000.0,1200000.0,AUP-ANV Video Animado,,
GAP-HR-0068-0097,GAP-HR-0068,ven_unicef_riesgos_videos_2026,Processed,OS,Diseño de Story board,Storyboard,1.0,600000.0,600000.0,,,
GAP-HR-0069-0098,GAP-HR-0069,ven_unicef_riesgos_videos_2026,Processed,OS,Locución de voz para video animado,Locución,1.0,120000.0,120000.0,AUP-ANV Video Animado,,
GAP-HR-0070-0099,GAP-HR-0070,pa_pnud_diagrama_democracia,Processed,OS,"EL/LA CONTRATISTA realizará la diagramación y maquetación de un documento bilingüe (español e inglés) con una extensión aproximada de ciento cincuenta (150) páginas, a partir de los textos, imágenes, traducciones, tablas, gráficos y demás insumos suministrados por EL CONTRATANTE. Esta labor comprende la estructuración visual de los contenidos, la aplicación de estilos tipográficos, la organización jerárquica de la información, el diseño de páginas maestras, la diagramación de tablas, gráficos e infografías cuando aplique, el ajuste de imágenes, la preparación de índices y elementos de navegación, así como la adaptación del contenido conforme a la línea gráfica, el manual de identidad visual y los lineamientos editoriales definidos por EL CONTRATANTE, garantizando uniformidad, legibilidad y consistencia en ambas versiones idiomáticas.

EL/LA CONTRATISTA entregará a EL CONTRATANTE el documento finalizado en sus versiones en español e inglés, cada una con una extensión aproximada de ciento cincuenta (150) páginas, en formato PDF de alta resolución con marcas de corte y sangrado, optimizado para impresión profesional (CMYK), junto con una versión digital ligera en formato PDF optimizada para distribución electrónica o publicación en medios digitales. Asimismo, entregará la totalidad de los archivos maestros y proyectos editables originales mediante la carpeta de empaquetado (Package) de Adobe InDesign, incluyendo el archivo original (.INDD), la versión de compatibilidad (.IDML), la carpeta con las fuentes tipográficas utilizadas, la carpeta de vínculos (Links) con todas las imágenes y recursos gráficos en alta resolución, así como los elementos gráficos editables que hagan parte del documento, asegurando la autonomía técnica de EL CONTRATANTE para realizar futuras modificaciones, actualizaciones o reimpresiones del material.",Diagramción,1.0,1400000.0,1400000.0,ELS-CYD-TRD Traducción,,
GAP-HR-0071-0100,GAP-HR-0071,pa_pnud_academia_lider_2026,Processed,OS,"Prestación de servicios de registro audiovisual y fotográfico para la Academia de Liderazgo de Mujeres en la Era Digital, a realizarse de forma presencial en el Hotel Marriott Albrook Mall, Ciudad de Panamá, durante los días 30 de junio, 1 y 2 de julio de 2026. El servicio comprende la captura de planos de apoyo en video, fotografías documentales de las actividades y la realización de entrevistas a las asistentes, guiándose estrictamente por el plan de trabajo y el guion técnico suministrados por InnovaHub. El proveedor será responsable de realizar la verificación técnica de calidad en audio, video y fotografía, garantizando que todo el material final cumpla con los estándares óptimos requeridos para su posterior edición y uso institucional.",Días,1.0,1260.0,1260.0,AUP-VID Video Institucional,,
GAP-HR-0072-0101,GAP-HR-0072,pa_pnud_academia_lider_2026,Processed,OS,"Edición y postproducción de un video resumen de aproximadamente 2 minutos. El contratista será responsable del montaje y la edición de las piezas grabadas durante el encuentro, diseño y desarrollo de la propuesta gráfica aplicada al video, la creación de cortinillas de entrada y salida, la titulación de las expositoras y entrevistadas, así como la mezcla, limpieza y ecualización técnica del audio si así se requiere. Todo este trabajo debe seguir las pautas del guion entregadas por InnovaHub.",minutos,2.0,450000.0,900000.0,AUP-VID Video Institucional,,
GAP-HR-0073-0102,GAP-HR-0073,co_pnud_sdis_cursos_2026,Processed,OS,"EL/LA CONTRATISTA diseñará los instrumentos de levantamiento de información (encuesta y taller) para la caracterización del flujo de atención y del uso y apropiación de las herramientas tecnológicas en las comisarías de familia, y conducirá el taller con roles mezclados y la participación de la SDIS. Asimismo, EL/LA CONTRATISTA diseñará los dos (2) casos de prueba sobre los tipos de violencia más frecuentes, con su respectivo guion de ejecución por rol y matriz de casos de prueba para ser aplicados en las comisarías priorizadas. EL/LA CONTRATISTA entregará a EL CONTRATANTE los documentos correspondientes al diseño de los instrumentos (encuesta y metodología del taller) y al diseño de los dos (2) casos de prueba, en formato PDF.","Diseño de encuesta, casos y taller",1.0,15000000.0,15000000.0,AUP · SON Audio,,
